,id,age,detailed industry recode,detailed occupation recode,education,wage per hour,marital stat,race,hispanic origin,sex,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,detailed household and family stat,detailed household summary in household,num persons worked for employer,citizenship,own business or self employed,veterans benefits,weeks worked in year,year,y
44706,44706,35,33,26,7,0,0,3,5,0,0,0,0,0,1,6,3,4,4,0,2,52,94,-50000
44707,44707,42,29,15,1,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94, 50000+.
44708,44708,39,4,39,10,0,1,1,5,1,0,0,1887,0,2,3,4,4,4,0,2,52,94,-50000
44709,44709,64,39,32,16,0,1,3,5,1,5,0,0,0,2,3,4,1,4,0,2,52,95,-50000
44710,44710,48,37,26,7,0,1,3,5,0,1,0,0,0,2,32,7,3,4,2,2,48,95,-50000
44711,44711,67,42,7,4,0,3,1,6,1,5,25124,0,0,3,1,4,6,3,0,2,52,95, 50000+.
44712,44712,84,0,0,15,0,4,3,5,1,4,0,0,681,3,1,4,0,4,0,1,0,95,-50000
44713,44713,46,43,10,1,0,5,1,5,0,0,0,0,0,1,3,4,6,4,2,2,40,94,-50000
44714,44714,46,41,8,12,0,6,3,5,0,5,0,0,0,1,3,4,6,4,0,2,52,95, 50000+.
44715,44715,69,0,0,10,0,1,3,5,0,0,0,0,1500,0,32,7,0,4,0,2,0,94,-50000
44716,44716,4,0,0,3,0,0,0,1,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
44717,44717,5,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44718,44718,60,18,35,10,0,1,3,5,1,0,7298,0,200,2,3,4,3,4,0,2,52,94, 50000+.
44719,44719,36,34,2,10,0,1,0,0,0,5,0,0,0,2,32,7,3,1,0,2,52,95,-50000
44720,44720,80,2,43,10,0,1,3,5,1,5,10605,0,2000,0,3,4,1,4,0,2,52,95, 50000+.
44721,44721,53,13,36,14,488,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
44722,44722,67,33,3,7,0,1,3,5,1,5,0,0,0,4,3,4,1,4,0,2,52,95,-50000
44723,44723,45,0,0,7,0,4,4,5,0,4,0,0,0,5,19,6,0,3,0,2,0,95,-50000
44724,44724,47,50,4,1,0,1,4,5,1,5,0,0,300,2,3,4,6,4,0,2,52,95, 50000+.
44725,44725,32,4,40,8,488,1,3,1,1,6,0,0,0,2,3,4,3,1,0,2,35,95,-50000
44726,44726,18,33,19,2,0,0,3,5,1,5,0,1602,0,3,14,6,5,4,2,2,26,95,-50000
44727,44727,50,23,33,7,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95, 50000+.
44728,44728,52,33,2,0,0,1,3,5,1,0,0,0,180,2,3,4,6,4,0,2,52,94,-50000
44729,44729,42,33,29,10,0,0,3,5,1,5,0,0,0,3,5,5,2,4,2,2,52,95,-50000
44730,44730,40,29,26,15,0,1,3,1,1,5,0,0,0,2,3,4,4,3,0,2,52,95,-50000
44731,44731,10,0,0,3,0,0,3,0,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
44732,44732,41,41,8,1,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94, 50000+.
44733,44733,29,33,5,7,0,1,3,5,1,5,0,0,0,2,3,4,1,4,2,2,52,95,-50000
44734,44734,31,39,32,10,0,1,3,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
44735,44735,46,41,8,12,0,0,3,5,0,0,0,0,0,3,3,4,3,4,0,2,52,94,-50000
44736,44736,47,45,14,10,0,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94,-50000
44737,44737,28,35,17,10,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,8,94,-50000
44738,44738,55,16,37,7,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
44739,44739,19,33,19,10,103,0,3,0,0,0,0,0,0,3,14,6,6,4,0,2,52,94,-50000
44740,44740,18,40,28,7,0,0,3,5,0,0,0,0,0,3,14,6,5,4,0,2,12,94,-50000
44741,44741,5,0,0,3,0,0,0,0,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44742,44742,33,41,13,16,0,1,3,5,0,5,0,0,0,2,32,7,3,4,0,2,52,95,-50000
44743,44743,45,33,16,7,0,1,3,5,1,0,0,0,468,2,3,4,6,4,0,2,52,94, 50000+.
44744,44744,27,3,6,11,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95, 50000+.
44745,44745,60,45,14,10,0,5,3,5,0,5,3325,0,0,3,31,5,6,4,0,2,52,95,-50000
44746,44746,57,45,23,10,0,1,3,5,0,0,0,0,0,2,32,7,3,4,0,2,52,94,-50000
44747,44747,10,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44748,44748,49,50,23,7,339,5,4,5,0,5,0,0,0,3,1,4,5,4,0,2,52,95,-50000
44749,44749,58,36,27,10,0,5,3,5,0,5,0,0,0,3,1,4,1,4,0,2,30,95,-50000
44750,44750,86,0,0,9,0,1,1,5,0,4,0,0,0,5,3,4,0,3,0,2,0,95,-50000
44751,44751,35,33,19,1,0,1,3,5,0,5,0,0,0,2,32,7,0,4,0,2,0,95,-50000
44752,44752,26,0,0,1,0,0,4,5,1,4,0,0,0,5,1,4,0,1,0,2,0,95,-50000
44753,44753,29,41,26,16,0,0,3,5,0,0,0,0,0,3,14,6,6,4,0,2,52,94,-50000
44754,44754,45,3,4,0,0,5,3,5,1,0,27828,0,0,3,1,4,6,4,0,2,52,94, 50000+.
44755,44755,57,4,34,10,0,1,3,5,1,0,0,0,0,2,25,5,2,4,0,2,4,94,-50000
44756,44756,41,31,36,16,0,1,3,5,1,5,0,0,20,2,3,4,6,4,2,2,40,95,-50000
44757,44757,34,34,22,10,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
44758,44758,65,0,0,10,0,4,3,5,0,0,15831,0,0,3,3,4,0,4,0,2,0,94, 50000+.
44759,44759,27,34,17,0,0,0,3,5,0,5,0,0,0,3,16,3,6,4,0,2,20,95,-50000
44760,44760,33,32,2,7,0,1,3,5,1,0,0,0,1500,2,3,4,4,4,0,2,52,94, 50000+.
44761,44761,69,0,0,6,0,1,3,5,0,0,0,0,0,0,3,4,0,4,0,2,0,94,-50000
44762,44762,27,30,3,1,0,1,3,5,0,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
44763,44763,58,2,43,7,0,1,3,5,1,5,15024,0,0,2,3,4,1,4,2,2,52,95, 50000+.
44764,44764,45,30,3,7,0,5,3,5,0,0,0,0,0,3,1,4,6,4,0,2,52,94,-50000
44765,44765,28,37,5,1,0,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94, 50000+.
44766,44766,24,37,15,1,330,0,3,5,1,0,0,0,0,3,14,6,1,4,0,2,52,94,-50000
44767,44767,21,33,19,7,0,0,3,5,0,0,0,0,0,1,3,4,1,4,0,2,52,94,-50000
44768,44768,44,48,26,0,0,0,1,5,0,0,0,0,0,3,16,3,2,4,0,2,52,94,-50000
44769,44769,39,15,35,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
44770,44770,50,5,36,10,0,1,3,5,1,3,0,0,0,2,3,4,2,4,0,2,52,95,-50000
44771,44771,34,40,2,1,0,1,3,5,1,0,15024,0,0,2,3,4,2,4,2,2,52,94, 50000+.
44772,44772,19,41,22,7,0,0,3,5,1,0,0,0,0,3,14,6,4,4,0,2,52,94,-50000
44773,44773,20,33,16,10,0,0,3,5,1,3,0,0,0,3,14,6,6,4,2,2,52,95,-50000
44774,44774,70,0,0,15,0,1,3,5,1,0,0,0,0,0,3,4,1,4,0,2,16,94,-50000
44775,44775,32,33,33,12,5,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
44776,44776,45,43,26,10,0,1,3,5,0,0,0,0,0,2,32,7,2,4,2,2,40,94,-50000
44777,44777,65,33,16,10,0,1,3,5,1,0,9386,0,0,4,3,4,6,4,0,1,52,94, 50000+.
44778,44778,17,33,19,2,0,0,3,5,0,0,0,0,0,3,22,0,1,4,0,2,20,94,-50000
44779,44779,61,8,34,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94,-50000
44780,44780,40,33,29,10,0,1,4,5,0,0,0,0,0,2,32,7,1,1,0,2,26,94,-50000
44781,44781,5,0,0,3,0,0,1,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44782,44782,43,43,10,7,358,6,3,5,0,5,0,0,0,3,1,4,6,4,0,2,52,95,-50000
44783,44783,15,39,44,6,0,0,3,5,1,0,0,0,0,5,22,0,1,1,0,2,2,94,-50000
44784,44784,37,29,33,2,570,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94,-50000
44785,44785,46,0,0,10,0,1,1,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
44786,44786,62,0,0,10,0,1,3,5,0,4,0,0,7000,4,32,7,0,4,0,2,0,95,-50000
44787,44787,27,4,34,1,0,1,3,5,1,0,0,0,0,2,8,5,1,4,0,2,52,94,-50000
44788,44788,65,37,3,0,0,6,1,5,1,0,0,0,0,3,1,4,6,4,0,2,20,94,-50000
44789,44789,55,43,12,4,0,1,3,5,1,0,0,1902,0,2,3,4,6,4,0,2,52,94, 50000+.
44790,44790,58,37,31,10,141,1,3,5,0,0,0,0,0,2,32,7,2,4,0,2,20,94,-50000
44791,44791,19,33,42,10,0,0,3,5,1,0,0,0,0,5,14,6,4,4,2,2,52,94,-50000
44792,44792,28,33,29,10,0,0,3,5,1,5,0,0,0,3,1,4,5,1,2,2,35,95,-50000
44793,44793,43,40,12,0,0,1,3,5,0,0,0,0,0,2,32,7,4,4,2,2,45,94, 50000+.
44794,44794,49,33,38,14,0,1,3,5,1,0,0,0,27,2,3,4,6,4,0,2,52,94, 50000+.
44795,44795,31,45,4,0,0,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,52,95, 50000+.
44796,44796,79,0,0,7,0,1,3,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
44797,44797,50,0,0,1,0,1,3,5,0,0,0,0,0,2,32,7,3,4,0,2,40,94,-50000
44798,44798,20,0,0,7,0,0,3,5,0,0,0,0,0,5,21,5,0,4,0,2,0,94,-50000
44799,44799,58,45,12,1,0,0,3,5,1,0,0,0,0,3,1,4,6,4,0,2,52,94,-50000
44800,44800,55,39,36,10,0,1,3,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
44801,44801,23,0,0,7,0,0,3,5,1,4,10520,0,15000,3,16,3,0,4,0,2,0,95, 50000+.
44802,44802,34,43,9,0,0,1,3,5,0,0,0,0,0,2,32,7,4,4,0,2,52,94,-50000
44803,44803,47,4,34,9,0,1,3,1,1,5,0,0,0,2,3,4,1,1,0,2,52,95,-50000
44804,44804,20,33,29,7,0,0,3,5,1,5,0,0,0,3,14,6,6,4,0,2,26,95,-50000
44805,44805,73,0,0,7,0,1,3,5,1,0,0,0,0,4,3,4,0,4,0,1,0,94,-50000
44806,44806,23,13,36,7,0,0,1,5,0,2,0,0,0,3,14,6,4,4,0,2,52,95,-50000
44807,44807,42,41,31,1,0,0,1,5,1,5,0,0,0,3,1,4,6,4,2,2,52,95,-50000
44808,44808,51,43,2,0,0,5,3,5,1,0,25236,0,0,1,3,4,2,4,0,2,52,94, 50000+.
44809,44809,30,44,13,16,295,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,48,95,-50000
44810,44810,25,33,19,10,0,0,3,5,0,5,0,0,0,3,16,3,6,4,2,2,52,95,-50000
44811,44811,46,33,16,1,0,1,4,5,1,5,0,0,0,2,3,4,1,3,0,2,52,95,-50000
44812,44812,39,43,36,16,0,0,3,5,1,0,0,0,0,3,14,6,4,4,0,2,30,94,-50000
44813,44813,48,4,34,10,0,1,1,5,1,2,0,0,0,2,3,4,1,4,0,2,35,95,-50000
44814,44814,25,4,40,15,0,0,0,0,1,5,0,0,0,5,5,5,0,4,0,2,0,95,-50000
44815,44815,55,12,36,15,0,5,3,7,0,5,0,0,0,1,3,4,5,2,0,2,52,95,-50000
44816,44816,30,40,3,1,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
44817,44817,25,0,0,10,0,1,3,5,0,4,0,0,0,2,32,7,1,4,0,2,14,95,-50000
44818,44818,41,47,28,7,393,1,3,5,1,5,0,0,0,2,3,4,3,4,2,2,52,95, 50000+.
44819,44819,26,33,2,1,209,0,3,5,1,5,0,0,0,5,14,6,0,4,0,2,0,95,-50000
44820,44820,60,0,0,10,0,1,3,5,0,4,0,0,400,2,32,7,0,3,0,2,0,95,-50000
44821,44821,35,0,0,6,0,6,3,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
44822,44822,36,0,0,12,0,1,3,5,0,4,0,0,0,2,3,4,0,4,0,2,0,95,-50000
44823,44823,42,31,2,1,0,1,3,5,1,5,0,0,0,2,3,4,5,4,0,2,52,95, 50000+.
44824,44824,0,0,0,3,0,0,3,7,1,0,0,0,0,5,18,5,0,4,0,0,0,95,-50000
44825,44825,69,40,34,1,0,1,3,2,1,5,0,0,0,4,32,7,2,4,0,2,52,95, 50000+.
44826,44826,25,33,19,1,0,1,3,5,1,6,0,0,0,2,3,4,3,4,0,2,52,95,-50000
44827,44827,28,0,0,5,0,2,3,0,0,4,0,0,0,2,33,6,6,4,0,2,12,95,-50000
44828,44828,39,32,38,10,0,1,3,5,1,5,0,0,700,2,32,7,6,4,2,2,52,95,-50000
44829,44829,28,0,0,2,0,1,3,5,0,4,0,0,0,2,3,4,0,4,0,2,0,95,-50000
44830,44830,60,36,27,7,0,1,1,5,0,0,0,0,0,5,32,7,0,4,0,2,0,94,-50000
44831,44831,37,43,10,4,0,1,3,5,1,0,0,0,25,2,3,4,4,4,0,2,52,94,-50000
44832,44832,41,42,7,1,0,1,3,5,1,5,0,0,100,2,3,4,6,4,0,2,52,95, 50000+.
44833,44833,42,31,26,12,0,1,3,5,0,0,0,0,0,2,32,7,6,4,2,2,52,94,-50000
44834,44834,48,2,43,1,0,1,3,5,1,5,0,0,3000,2,3,4,1,4,0,2,52,95,-50000
44835,44835,23,45,12,7,0,1,3,5,0,5,0,0,0,2,32,7,1,4,1,2,52,95,-50000
44836,44836,40,34,17,1,0,1,3,5,1,0,0,0,0,2,32,7,6,4,0,2,52,94, 50000+.
44837,44837,8,0,0,3,0,0,3,8,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44838,44838,39,34,2,1,0,1,3,5,1,2,0,0,50,2,3,4,6,4,0,2,52,95,-50000
44839,44839,42,4,34,7,0,6,1,5,1,5,0,0,0,3,1,4,2,4,0,2,52,95,-50000
44840,44840,61,33,19,10,0,1,3,5,0,0,0,0,0,4,32,7,1,4,0,2,52,94,-50000
44841,44841,37,33,29,14,0,1,3,5,0,5,0,0,0,2,32,7,1,4,0,2,52,95,-50000
44842,44842,75,0,0,9,0,5,3,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
44843,44843,76,0,0,9,0,1,3,5,1,4,0,0,1000,0,25,5,0,4,0,2,0,95,-50000
44844,44844,42,0,0,1,0,1,3,5,1,4,0,0,650,2,3,4,0,4,0,2,0,95,-50000
44845,44845,36,47,28,10,0,1,1,5,1,5,0,0,0,2,25,5,6,4,0,2,52,95,-50000
44846,44846,20,0,0,7,0,0,4,5,1,0,0,1602,0,3,14,6,4,3,0,2,8,94,-50000
44847,44847,23,0,0,10,0,1,2,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
44848,44848,28,34,17,1,0,0,3,5,1,5,0,0,100,3,1,4,6,4,0,2,28,95,-50000
44849,44849,16,44,32,14,0,0,3,5,0,0,0,0,0,5,22,0,4,4,0,2,9,94,-50000
44850,44850,65,0,0,0,0,1,3,5,1,4,0,0,2863,4,3,4,0,4,0,1,0,95, 50000+.
44851,44851,53,0,0,10,0,1,1,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
44852,44852,6,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
44853,44853,41,0,0,11,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,52,94, 50000+.
44854,44854,47,0,0,5,0,1,3,5,0,4,0,0,0,2,3,4,1,4,0,2,16,95,-50000
44855,44855,28,44,2,1,0,0,1,5,0,5,0,0,0,3,1,4,3,4,0,2,52,95,-50000
44856,44856,41,43,10,1,0,1,3,5,0,0,0,0,35,2,32,7,3,4,2,2,38,94,-50000
44857,44857,33,38,34,7,0,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95, 50000+.
44858,44858,43,42,8,0,0,0,3,5,0,5,0,0,0,3,1,4,6,4,0,2,52,95,-50000
44859,44859,65,4,34,2,0,1,1,5,1,5,0,0,0,4,3,4,3,4,0,2,38,95, 50000+.
44860,44860,41,39,2,1,0,1,3,5,1,5,0,1977,0,2,3,4,4,4,0,2,52,95, 50000+.
44861,44861,54,35,23,10,0,1,3,5,0,0,0,0,32,2,32,7,1,4,0,2,43,94,-50000
44862,44862,26,11,3,10,0,0,3,5,0,0,0,0,0,3,1,4,3,4,0,2,52,94,-50000
44863,44863,33,43,29,7,0,0,3,5,1,0,0,0,0,3,16,3,3,4,0,2,26,94,-50000
44864,44864,32,32,2,1,0,0,3,5,1,5,0,0,10,3,1,4,6,4,2,2,52,95,-50000
44865,44865,39,43,10,0,0,1,3,5,0,0,0,0,0,2,32,7,6,4,2,2,52,94,-50000
44866,44866,43,5,2,10,0,1,3,5,0,0,0,0,0,2,32,7,2,4,0,2,52,94,-50000
44867,44867,54,41,30,7,0,1,3,0,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
44868,44868,45,0,0,10,0,1,3,5,0,0,0,0,0,2,32,7,0,3,0,2,0,94,-50000
44869,44869,61,7,33,10,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
44870,44870,47,43,10,1,0,1,3,5,1,0,0,0,0,2,3,4,4,4,2,2,52,94,-50000
44871,44871,59,35,17,16,0,5,3,5,1,5,10520,0,0,3,1,4,1,4,0,2,52,95, 50000+.
44872,44872,16,0,0,6,0,0,3,1,0,4,0,0,0,5,28,5,0,1,0,2,0,95,-50000
44873,44873,16,0,0,15,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
44874,44874,33,0,0,10,0,4,3,4,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
44875,44875,85,0,0,0,0,4,3,5,1,4,0,0,0,3,1,4,0,4,0,2,0,95, 50000+.
44876,44876,81,0,0,10,0,4,3,4,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
44877,44877,7,0,0,3,0,0,3,0,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
44878,44878,36,32,23,16,0,1,3,5,0,5,0,0,0,2,32,7,3,4,0,2,52,95,-50000
44879,44879,57,0,0,1,0,5,3,5,0,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
44880,44880,53,33,2,16,0,1,3,5,1,5,0,0,500,2,3,4,4,3,0,2,52,95, 50000+.
44881,44881,74,42,30,14,0,4,1,5,0,0,0,0,0,3,1,4,1,4,0,2,52,94,-50000
44882,44882,44,41,8,1,0,1,3,5,0,5,0,0,0,2,32,7,5,4,0,2,52,95, 50000+.
44883,44883,68,0,0,10,0,1,3,5,0,4,0,0,0,0,32,7,6,4,0,2,1,95,-50000
44884,44884,42,25,36,10,0,1,3,5,1,5,0,0,265,2,3,4,6,4,0,2,52,95, 50000+.
44885,44885,42,0,0,10,0,5,3,7,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
44886,44886,22,0,0,14,0,0,1,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
44887,44887,59,0,0,10,0,1,3,5,1,0,0,0,0,2,3,4,0,4,0,2,0,94,-50000
44888,44888,13,0,0,3,0,0,2,5,1,0,0,0,0,5,28,5,0,4,0,0,0,94,-50000
44889,44889,25,37,34,16,0,1,0,7,1,5,0,0,0,2,3,4,2,4,2,2,36,95,-50000
44890,44890,42,24,5,16,0,1,4,5,1,0,0,0,18,2,3,4,4,3,0,2,52,94, 50000+.
44891,44891,43,34,23,10,0,0,3,5,0,0,8614,0,1100,3,3,4,3,4,0,2,52,94,-50000
44892,44892,28,0,0,14,0,0,3,5,0,0,0,0,0,5,13,6,0,4,0,2,0,94,-50000
44893,44893,40,24,26,10,0,0,3,5,0,0,0,0,0,3,16,3,4,4,0,2,52,94,-50000
44894,44894,38,45,11,0,0,1,1,5,1,0,99999,0,200,2,3,4,6,4,2,2,52,94, 50000+.
44895,44895,8,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44896,44896,34,35,26,16,274,1,3,5,0,5,0,0,0,2,32,7,4,4,0,2,52,95,-50000
44897,44897,31,42,3,1,0,1,3,5,0,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
44898,44898,51,35,17,1,0,1,3,5,1,0,0,0,200,2,3,4,1,4,0,2,52,94,-50000
44899,44899,58,43,2,0,0,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,52,95, 50000+.
44900,44900,42,45,23,1,0,1,3,5,0,5,0,0,450,2,32,7,3,4,0,2,52,95,-50000
44901,44901,49,43,10,4,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95, 50000+.
44902,44902,50,29,2,1,0,5,3,5,1,0,0,0,0,3,1,4,1,4,0,2,52,94,-50000
44903,44903,44,37,2,1,0,1,3,5,1,0,0,0,0,2,3,4,6,4,2,2,22,94,-50000
44904,44904,17,38,42,2,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
44905,44905,36,33,16,7,0,1,3,5,1,5,0,0,6,2,3,4,1,4,2,2,52,95,-50000
44906,44906,36,0,0,13,0,0,3,5,1,4,0,0,0,5,14,6,0,1,0,2,0,95,-50000
44907,44907,44,4,2,16,0,1,1,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94,-50000
44908,44908,72,0,0,5,0,1,3,5,1,0,0,0,0,0,3,4,0,4,0,1,0,94,-50000
44909,44909,28,4,35,10,0,1,3,5,1,0,0,0,0,2,3,4,1,4,1,2,35,94,-50000
44910,44910,36,0,0,8,0,1,3,1,0,4,0,0,0,2,32,7,3,1,0,2,6,95,-50000
44911,44911,32,30,12,1,0,0,3,5,1,5,0,0,81,3,1,4,4,4,0,2,52,95,-50000
44912,44912,48,33,29,1,0,5,3,5,0,5,0,0,0,3,1,4,6,4,2,2,43,95,-50000
44913,44913,56,11,2,16,0,1,3,5,1,5,0,0,0,2,3,4,5,4,0,2,52,95, 50000+.
44914,44914,22,33,42,10,0,0,1,5,1,0,0,0,0,3,16,3,6,4,2,2,52,94,-50000
44915,44915,52,39,29,14,0,3,3,1,1,5,0,0,0,3,31,5,6,1,0,2,52,95,-50000
44916,44916,58,5,36,10,0,1,3,5,1,5,0,0,0,2,3,4,2,4,0,2,52,95,-50000
44917,44917,51,33,16,7,0,1,3,5,1,5,0,0,0,2,32,7,3,4,0,2,52,95, 50000+.
44918,44918,35,43,31,10,0,0,3,5,1,0,0,0,0,3,5,5,2,4,0,2,40,94,-50000
44919,44919,55,0,0,7,0,5,4,5,0,4,0,0,9098,3,1,4,6,1,0,2,34,95, 50000+.
44920,44920,42,2,43,2,0,1,3,5,1,0,0,0,0,2,3,4,1,4,2,2,52,94,-50000
44921,44921,14,0,0,3,0,0,4,5,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
44922,44922,24,4,34,10,0,0,3,0,1,2,0,0,0,1,3,4,1,4,0,2,48,95,-50000
44923,44923,23,40,16,1,0,1,3,5,0,0,0,0,0,2,32,7,2,4,0,2,40,94,-50000
44924,44924,44,42,10,0,59,1,3,5,0,5,0,0,0,2,32,7,1,4,2,2,52,95,-50000
44925,44925,66,0,0,2,0,1,3,5,1,0,0,0,150,0,3,4,1,4,0,2,26,94, 50000+.
44926,44926,35,45,11,11,0,1,3,5,1,5,0,1977,2000,2,3,4,4,4,0,2,50,95, 50000+.
44927,44927,40,0,0,1,0,0,3,5,0,0,0,0,0,3,14,6,1,4,2,2,25,94,-50000
44928,44928,42,0,0,10,0,1,3,0,0,4,0,0,0,5,32,7,0,4,0,2,0,95,-50000
44929,44929,46,0,0,10,0,5,3,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
44930,44930,22,29,13,16,0,5,3,5,1,0,0,0,0,3,1,4,4,4,2,2,52,94,-50000
44931,44931,28,37,38,10,0,0,3,5,1,0,0,0,0,1,3,4,3,4,2,2,38,94,-50000
44932,44932,71,0,0,0,0,1,3,5,1,4,20051,0,3000,4,3,4,0,4,0,2,0,95, 50000+.
44933,44933,17,33,29,2,0,0,1,5,0,5,0,1602,0,3,22,0,6,4,0,2,16,95,-50000
44934,44934,45,44,32,2,0,1,1,5,0,5,0,0,0,2,3,4,0,4,0,2,0,95,-50000
44935,44935,17,33,26,14,0,0,3,5,1,0,0,0,0,5,22,0,6,4,0,2,6,94,-50000
44936,44936,55,43,26,7,200,5,1,5,0,0,0,0,0,3,1,4,6,4,2,2,52,94, 50000+.
44937,44937,85,0,0,15,0,4,1,5,0,4,0,0,0,5,31,5,0,4,0,2,0,95,-50000
44938,44938,44,43,9,0,0,1,3,5,1,5,0,0,100,2,3,4,4,4,0,2,52,95,-50000
44939,44939,51,32,16,10,0,4,3,5,1,5,10520,0,500,3,1,4,4,4,0,2,52,95, 50000+.
44940,44940,48,29,33,12,0,1,3,5,1,5,0,0,0,2,3,4,6,4,1,2,52,95, 50000+.
44941,44941,61,0,0,7,0,1,3,0,1,4,0,0,0,2,3,4,6,4,0,2,52,95,-50000
44942,44942,90,0,0,1,0,1,3,5,0,4,0,0,50,0,32,7,0,4,0,2,0,95,-50000
44943,44943,45,0,0,15,0,1,4,5,0,4,0,0,0,2,32,7,0,2,0,2,0,95,-50000
44944,44944,33,9,35,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95,-50000
44945,44945,33,32,23,16,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
44946,44946,10,0,0,3,0,0,4,5,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44947,44947,43,43,10,0,0,5,3,5,0,5,0,0,0,1,3,4,3,4,0,2,48,95, 50000+.
44948,44948,24,0,0,10,0,0,3,5,1,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
44949,44949,62,0,0,14,0,6,1,5,0,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
44950,44950,46,45,4,0,0,1,4,5,1,5,0,0,0,2,3,4,4,3,0,2,52,95, 50000+.
44951,44951,39,32,23,10,305,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
44952,44952,21,33,16,7,0,0,3,0,0,0,0,0,0,3,16,3,6,4,0,2,32,94,-50000
44953,44953,37,0,0,16,0,1,2,5,0,0,0,0,0,2,3,4,1,4,0,2,24,94,-50000
44954,44954,66,0,0,1,0,0,3,5,1,0,0,0,3768,3,1,4,0,4,0,2,0,94,-50000
44955,44955,3,0,0,3,0,0,3,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
44956,44956,47,13,36,10,752,5,3,5,1,5,0,0,0,1,3,4,6,4,2,2,52,95, 50000+.
44957,44957,17,0,0,14,0,0,3,0,1,0,0,0,0,3,22,0,6,4,0,2,6,94,-50000
44958,44958,90,0,0,9,0,4,3,5,0,0,0,0,0,5,3,4,0,3,0,2,0,94,-50000
44959,44959,21,33,29,12,0,0,3,5,0,5,0,0,0,3,14,6,6,4,0,2,45,95,-50000
